"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)",
"1400000US06059032038","Census Tract 320.38, Orange County, California","135255","9058",
"1400000US06059032039","Census Tract 320.39, Orange County, California","132375","21106",
"1400000US06059032040","Census Tract 320.40, Orange County, California","127250","21742",
"1400000US06059032041","Census Tract 320.41, Orange County, California","114318","25248",
"1400000US06059032042","Census Tract 320.42, Orange County, California","172222","21905",
"1400000US06059032043","Census Tract 320.43, Orange County, California","213516","26373",
"1400000US06059032044","Census Tract 320.44, Orange County, California","223105","34340",
"1400000US06059032045","Census Tract 320.45, Orange County, California","175625","19457",
"1400000US06059032046","Census Tract 320.46, Orange County, California","212500","22970",
"1400000US06059032047","Census Tract 320.47, Orange County, California","91792","12354",
"1400000US06059032048","Census Tract 320.48, Orange County, California","135531","10154",
"1400000US06059032049","Census Tract 320.49, Orange County, California","156597","12845",
"1400000US06059032050","Census Tract 320.50, Orange County, California","138486","16293",
"1400000US06059032051","Census Tract 320.51, Orange County, California","78750","18010",
"1400000US06059032053","Census Tract 320.53, Orange County, California","127077","33127",
"1400000US06059032054","Census Tract 320.54, Orange County, California","71719","17963",
"1400000US06059032055","Census Tract 320.55, Orange County, California","97813","21279",
"1400000US06059032057","Census Tract 320.57, Orange County, California","156719","35363",
"1400000US06059032058","Census Tract 320.58, Orange County, California","192132","38032",
"1400000US06059032059","Census Tract 320.59, Orange County, California","162298","16399",
"1400000US06059032061","Census Tract 320.61, Orange County, California","138870","25233",
"1400000US06059032062","Census Tract 320.62, Orange County, California","188724","30680",
"1400000US06059032063","Census Tract 320.63, Orange County, California","161167","45368",
"1400000US06059032064","Census Tract 320.64, Orange County, California","171198","51071",
"1400000US06059032065","Census Tract 320.65, Orange County, California","177239","24301",
"1400000US06059032066","Census Tract 320.66, Orange County, California","147742","33022",
"1400000US06059042106","Census Tract 421.06, Orange County, California","128306","21575",
"1400000US06059042107","Census Tract 421.07, Orange County, California","63438","23132",
"1400000US06059042108","Census Tract 421.08, Orange County, California","81074","5103",
"1400000US06059042109","Census Tract 421.09, Orange County, California","87133","7075",
"1400000US06059042111","Census Tract 421.11, Orange County, California","139300","24119",
"1400000US06059042112","Census Tract 421.12, Orange County, California","152727","29076",
"1400000US06059042113","Census Tract 421.13, Orange County, California","115648","23441",
"1400000US06059042114","Census Tract 421.14, Orange County, California","101327","16762",
"1400000US06059042115","Census Tract 421.15, Orange County, California","68839","51049",
"1400000US06059042116","Census Tract 421.16, Orange County, California","112458","40731",
"1400000US06059042201","Census Tract 422.01, Orange County, California","92092","15498",
"1400000US06059042203","Census Tract 422.03, Orange County, California","115273","14956",
"1400000US06059042205","Census Tract 422.05, Orange County, California","134844","41106",
"1400000US06059042206","Census Tract 422.06, Orange County, California","81989","15044",
"1400000US06059042305","Census Tract 423.05, Orange County, California","197500","44555",
"1400000US06059042307","Census Tract 423.07, Orange County, California","122080","10296",
"1400000US06059042311","Census Tract 423.11, Orange County, California","102492","25480",
"1400000US06059042312","Census Tract 423.12, Orange County, California","83478","32826",
"1400000US06059042313","Census Tract 423.13, Orange County, California","75017","16983",
"1400000US06059042315","Census Tract 423.15, Orange County, California","108736","13176",
"1400000US06059042317","Census Tract 423.17, Orange County, California","141250","35366",
"1400000US06059042319","Census Tract 423.19, Orange County, California","122270","38729",
"1400000US06059042320","Census Tract 423.20, Orange County, California","86115","12436",
"1400000US06059042323","Census Tract 423.23, Orange County, California","124125","46295",
"1400000US06059042324","Census Tract 423.24, Orange County, California","122931","27817",
"1400000US06059042325","Census Tract 423.25, Orange County, California","123216","9009",
"1400000US06059042326","Census Tract 423.26, Orange County, California","128407","17630",
"1400000US06059042327","Census Tract 423.27, Orange County, California","107039","27603",
"1400000US06059042328","Census Tract 423.28, Orange County, California","205417","41338",
"1400000US06059042329","Census Tract 423.29, Orange County, California","100000","26494",
"1400000US06059042330","Census Tract 423.30, Orange County, California","107218","7603",
"1400000US06059042331","Census Tract 423.31, Orange County, California","82467","22657",
"1400000US06059042332","Census Tract 423.32, Orange County, California","162375","39746",
"1400000US06059042333","Census Tract 423.33, Orange County, California","180771","31643",
"1400000US06059042334","Census Tract 423.34, Orange County, California","81875","22045",
"1400000US06059042335","Census Tract 423.35, Orange County, California","120950","15694",
"1400000US06059042336","Census Tract 423.36, Orange County, California","155331","16723",
"1400000US06059042337","Census Tract 423.37, Orange County, California","157361","20825",
"1400000US06059042338","Census Tract 423.38, Orange County, California","110395","22887",
"1400000US06059042339","Census Tract 423.39, Orange County, California","104219","14472",
"1400000US06059042340","Census Tract 423.40, Orange County, California","39099","16073",
"1400000US06059042341","Census Tract 423.41, Orange County, California","89598","25319",
"1400000US06059052408","Census Tract 524.08, Orange County, California","151237","18313",
"1400000US06059052410","Census Tract 524.10, Orange County, California","92101","12348",
"1400000US06059052411","Census Tract 524.11, Orange County, California","115188","24145",
"1400000US06059052415","Census Tract 524.15, Orange County, California","153958","22840",
"1400000US06059052416","Census Tract 524.16, Orange County, California","123577","12527",
"1400000US06059052417","Census Tract 524.17, Orange County, California","122813","32004",
"1400000US06059052419","Census Tract 524.19, Orange County, California","199219","34932",
"1400000US06059052421","Census Tract 524.21, Orange County, California","127759","11593",
"1400000US06059052422","Census Tract 524.22, Orange County, California","124741","13804",
"1400000US06059052423","Census Tract 524.23, Orange County, California","94596","27927",
"1400000US06059052424","Census Tract 524.24, Orange County, California","85164","10595",
"1400000US06059052425","Census Tract 524.25, Orange County, California","86788","18185",
"1400000US06059052427","Census Tract 524.27, Orange County, California","150428","12762",
"1400000US06059052428","Census Tract 524.28, Orange County, California","153500","19366",
"1400000US06059052429","Census Tract 524.29, Orange County, California","96703","20532",
"1400000US06059052430","Census Tract 524.30, Orange County, California","159492","16184",
"1400000US06059052431","Census Tract 524.31, Orange County, California","150693","24176",
"1400000US06059052432","Census Tract 524.32, Orange County, California","108555","23541",
"1400000US06059052433","Census Tract 524.33, Orange County, California","96420","6164",
"1400000US06059052434","Census Tract 524.34, Orange County, California","149939","35931",
"1400000US06059052435","Census Tract 524.35, Orange County, California","98198","24225",
"1400000US06059052436","Census Tract 524.36, Orange County, California","162067","46279",
"1400000US06059052437","Census Tract 524.37, Orange County, California","96524","46339",
"1400000US06059052438","Census Tract 524.38, Orange County, California","134200","41863",
"1400000US06059052439","Census Tract 524.39, Orange County, California","143250","54524",
"1400000US06059052502","Census Tract 525.02, Orange County, California","116083","13148",
"1400000US06059052505","Census Tract 525.05, Orange County, California","71223","6792",
"1400000US06059052506","Census Tract 525.06, Orange County, California","117083","25376",
"1400000US06059052511","Census Tract 525.11, Orange County, California","122160","18591",
"1400000US06059052513","Census Tract 525.13, Orange County, California","103135","14440",
"1400000US06059052514","Census Tract 525.14, Orange County, California","108627","10339",
"1400000US06059052518","Census Tract 525.18, Orange County, California","90709","17092",
"1400000US06059052519","Census Tract 525.19, Orange County, California","92344","16665",
"1400000US06059052520","Census Tract 525.20, Orange County, California","103947","19282",
"1400000US06059052521","Census Tract 525.21, Orange County, California","89103","14705",
"1400000US06059052522","Census Tract 525.22, Orange County, California","132139","8944",
"1400000US06059052523","Census Tract 525.23, Orange County, California","124286","25684",
"1400000US06059052524","Census Tract 525.24, Orange County, California","112014","6767",
"1400000US06059052526","Census Tract 525.26, Orange County, California","107813","14636",
"1400000US06059052527","Census Tract 525.27, Orange County, California","135097","10971",
"1400000US06059052528","Census Tract 525.28, Orange County, California","144167","45597",
"1400000US06059052529","Census Tract 525.29, Orange County, California","180625","57042",
"1400000US06059052530","Census Tract 525.30, Orange County, California","125370","20820",
"1400000US06059052531","Census Tract 525.31, Orange County, California","120029","26421",
"1400000US06059052532","Census Tract 525.32, Orange County, California","94653","13493",
"1400000US06059052533","Census Tract 525.33, Orange County, California","103077","31133",
"1400000US06059052534","Census Tract 525.34, Orange County, California","58244","14020",
"1400000US06059052535","Census Tract 525.35, Orange County, California","95686","25287",
"1400000US06059062605","Census Tract 626.05, Orange County, California","83109","8388",
"1400000US06059062610","Census Tract 626.10, Orange County, California","73923","17343",
"1400000US06059062611","Census Tract 626.11, Orange County, California","54758","9922",
"1400000US06059062614","Census Tract 626.14, Orange County, California","42756","17324",
"1400000US06059062619","Census Tract 626.19, Orange County, California","120500","38541",
"1400000US06059062620","Census Tract 626.20, Orange County, California","153269","30755",
"1400000US06059062622","Census Tract 626.22, Orange County, California","43976","7505",
"1400000US06059062625","Census Tract 626.25, Orange County, California","55074","10519",
"1400000US06059062626","Census Tract 626.26, Orange County, California","22639","8486",
"1400000US06059062627","Census Tract 626.27, Orange County, California","60521","9301",
"1400000US06059062628","Census Tract 626.28, Orange County, California","80000","15273",
"1400000US06059062629","Census Tract 626.29, Orange County, California","132353","12830",
"1400000US06059062630","Census Tract 626.30, Orange County, California","111016","29950",
"1400000US06059062631","Census Tract 626.31, Orange County, California","157348","32228",
"1400000US06059062632","Census Tract 626.32, Orange County, California","144583","31745",
"1400000US06059062633","Census Tract 626.33, Orange County, California","194182","30568",
"1400000US06059062634","Census Tract 626.34, Orange County, California","127750","17461",
"1400000US06059062635","Census Tract 626.35, Orange County, California","140567","6902",
"1400000US06059062636","Census Tract 626.36, Orange County, California","106006","7070",
"1400000US06059062637","Census Tract 626.37, Orange County, California","108523","17372",
"1400000US06059062638","Census Tract 626.38, Orange County, California","103818","15530",
"1400000US06059062639","Census Tract 626.39, Orange County, California","125268","20653",
"1400000US06059062640","Census Tract 626.40, Orange County, California","99583","14650",
"1400000US06059062641","Census Tract 626.41, Orange County, California","90150","10632",
"1400000US06059062642","Census Tract 626.42, Orange County, California","158750","42952",
"1400000US06059062643","Census Tract 626.43, Orange County, California","203024","48597",
"1400000US06059062645","Census Tract 626.45, Orange County, California","163036","50850",
"1400000US06059062646","Census Tract 626.46, Orange County, California","43514","7401",
"1400000US06059062647","Census Tract 626.47, Orange County, California","59846","14724",
"1400000US06059062648","Census Tract 626.48, Orange County, California","48704","9521",
"1400000US06059062649","Census Tract 626.49, Orange County, California","61447","7005",
"1400000US06059062650","Census Tract 626.50, Orange County, California","135239","15421",
"1400000US06059062651","Census Tract 626.51, Orange County, California","84496","37505",
"1400000US06059062652","Census Tract 626.52, Orange County, California","100269","8331",
"1400000US06059062653","Census Tract 626.53, Orange County, California","121215","28902",
"1400000US06059062654","Census Tract 626.54, Orange County, California","203919","59022",
"1400000US06059062655","Census Tract 626.55, Orange County, California","250,000+","***",
"1400000US06059062656","Census Tract 626.56, Orange County, California","140260","109247",
"1400000US06059062657","Census Tract 626.57, Orange County, California","163958","145577",
"1400000US06059062658","Census Tract 626.58, Orange County, California","149453","18428",
"1400000US06059062701","Census Tract 627.01, Orange County, California","181944","64081",
"1400000US06059062702","Census Tract 627.02, Orange County, California","170455","52635",
"1400000US06059062800","Census Tract 628, Orange County, California","173229","55318",
"1400000US06059062900","Census Tract 629, Orange County, California","169279","54991",
"1400000US06059063004","Census Tract 630.04, Orange County, California","101445","19249",
"1400000US06059063005","Census Tract 630.05, Orange County, California","134470","27263",
"1400000US06059063006","Census Tract 630.06, Orange County, California","127443","23765",
"1400000US06059063007","Census Tract 630.07, Orange County, California","137819","23756",
"1400000US06059063008","Census Tract 630.08, Orange County, California","155074","96400",
"1400000US06059063009","Census Tract 630.09, Orange County, California","181250","36557",
"1400000US06059063010","Census Tract 630.10, Orange County, California","91601","20376",
"1400000US06059063101","Census Tract 631.01, Orange County, California","94347","12022",
"1400000US06059063102","Census Tract 631.02, Orange County, California","99159","9549",
"1400000US06059063103","Census Tract 631.03, Orange County, California","144107","48827",
"1400000US06059063201","Census Tract 632.01, Orange County, California","86679","17706",
"1400000US06059063202","Census Tract 632.02, Orange County, California","108900","13561",
"1400000US06059063301","Census Tract 633.01, Orange County, California","109289","11966",
"1400000US06059063302","Census Tract 633.02, Orange County, California","128024","9875",
"1400000US06059063400","Census Tract 634, Orange County, California","138375","51227",
"1400000US06059063500","Census Tract 635, Orange County, California","117508","19693",
"1400000US06059063601","Census Tract 636.01, Orange County, California","125455","13326",
"1400000US06059063603","Census Tract 636.03, Orange County, California","104609","17840",
"1400000US06059063604","Census Tract 636.04, Orange County, California","58482","14935",
"1400000US06059063605","Census Tract 636.05, Orange County, California","71150","23175",
"1400000US06059063701","Census Tract 637.01, Orange County, California","53398","12974",
"1400000US06059063702","Census Tract 637.02, Orange County, California","71463","20209",
"1400000US06059063802","Census Tract 638.02, Orange County, California","128708","24734",
"1400000US06059063803","Census Tract 638.03, Orange County, California","105931","5402",
"1400000US06059063805","Census Tract 638.05, Orange County, California","114375","46682",
"1400000US06059063806","Census Tract 638.06, Orange County, California","106905","15971",
"1400000US06059063807","Census Tract 638.07, Orange County, California","71685","15392",
"1400000US06059063808","Census Tract 638.08, Orange County, California","65202","6819",
"1400000US06059063902","Census Tract 639.02, Orange County, California","91884","9511",
"1400000US06059063903","Census Tract 639.03, Orange County, California","116607","10480",
"1400000US06059063904","Census Tract 639.04, Orange County, California","78782","19167",
"1400000US06059063905","Census Tract 639.05, Orange County, California","81288","8769",
"1400000US06059063906","Census Tract 639.06, Orange County, California","86552","15801",
"1400000US06059063908","Census Tract 639.08, Orange County, California","90331","9527",
"1400000US06059063909","Census Tract 639.09, Orange County, California","93600","14527",
"1400000US06059063910","Census Tract 639.10, Orange County, California","114617","10891",
"1400000US06059074003","Census Tract 740.03, Orange County, California","92849","7440",
"1400000US06059074004","Census Tract 740.04, Orange County, California","86595","21011",
"1400000US06059074005","Census Tract 740.05, Orange County, California","93333","17294",
"1400000US06059074006","Census Tract 740.06, Orange County, California","68750","7886",
"1400000US06059074102","Census Tract 741.02, Orange County, California","92643","25730",
"1400000US06059074103","Census Tract 741.03, Orange County, California","101356","6107",
"1400000US06059074106","Census Tract 741.06, Orange County, California","74972","10287",
"1400000US06059074107","Census Tract 741.07, Orange County, California","91453","20526",
"1400000US06059074108","Census Tract 741.08, Orange County, California","83712","7960",
"1400000US06059074109","Census Tract 741.09, Orange County, California","79444","10826",
"1400000US06059074110","Census Tract 741.10, Orange County, California","100806","7193",
"1400000US06059074111","Census Tract 741.11, Orange County, California","97098","17707",
"1400000US06059074200","Census Tract 742, Orange County, California","91071","11044",
"1400000US06059074300","Census Tract 743, Orange County, California","78345","10633",
"1400000US06059074403","Census Tract 744.03, Orange County, California","50404","8329",
"1400000US06059074405","Census Tract 744.05, Orange County, California","47425","5148",
"1400000US06059074406","Census Tract 744.06, Orange County, California","54948","22365",
"1400000US06059074407","Census Tract 744.07, Orange County, California","50969","6285",
"1400000US06059074408","Census Tract 744.08, Orange County, California","54988","8029",
"1400000US06059074501","Census Tract 745.01, Orange County, California","41745","9492",
"1400000US06059074502","Census Tract 745.02, Orange County, California","57788","12930",
"1400000US06059074601","Census Tract 746.01, Orange County, California","95028","22132",
"1400000US06059074602","Census Tract 746.02, Orange County, California","69872","13919",
"1400000US06059074701","Census Tract 747.01, Orange County, California","76354","13527",
"1400000US06059074702","Census Tract 747.02, Orange County, California","97632","44893",
"1400000US06059074801","Census Tract 748.01, Orange County, California","71100","9873",
"1400000US06059074802","Census Tract 748.02, Orange County, California","58088","12235",
"1400000US06059074803","Census Tract 748.03, Orange County, California","82558","8339",
"1400000US06059074805","Census Tract 748.05, Orange County, California","57315","2438",
"1400000US06059074806","Census Tract 748.06, Orange County, California","68157","4537",
"1400000US06059074901","Census Tract 749.01, Orange County, California","53713","10567",
"1400000US06059074902","Census Tract 749.02, Orange County, California","62329","8205",
"1400000US06059075002","Census Tract 750.02, Orange County, California","38190","12595",
"1400000US06059075003","Census Tract 750.03, Orange County, California","40183","3903",
"1400000US06059075004","Census Tract 750.04, Orange County, California","45288","10027",
"1400000US06059075100","Census Tract 751, Orange County, California","69333","17969",
"1400000US06059075201","Census Tract 752.01, Orange County, California","58396","11101",
"1400000US06059075202","Census Tract 752.02, Orange County, California","85288","30505",
"1400000US06059075301","Census Tract 753.01, Orange County, California","76147","4885",
"1400000US06059075302","Census Tract 753.02, Orange County, California","80750","13928",
"1400000US06059075303","Census Tract 753.03, Orange County, California","123654","21900",
"1400000US06059075401","Census Tract 754.01, Orange County, California","80651","18193",
"1400000US06059075403","Census Tract 754.03, Orange County, California","73194","10998",
"1400000US06059075404","Census Tract 754.04, Orange County, California","95851","8138",
"1400000US06059075405","Census Tract 754.05, Orange County, California","75257","14860",
"1400000US06059075504","Census Tract 755.04, Orange County, California","84732","19814",
"1400000US06059075505","Census Tract 755.05, Orange County, California","71667","16272",
"1400000US06059075506","Census Tract 755.06, Orange County, California","92888","19960",
"1400000US06059075507","Census Tract 755.07, Orange County, California","66628","15628",
"1400000US06059075512","Census Tract 755.12, Orange County, California","82656","22957",
"1400000US06059075513","Census Tract 755.13, Orange County, California","76588","7144",
"1400000US06059075514","Census Tract 755.14, Orange County, California","56375","12559",
"1400000US06059075516","Census Tract 755.16, Orange County, California","87001","8272",
"1400000US06059075517","Census Tract 755.17, Orange County, California","71389","16045",
"1400000US06059075518","Census Tract 755.18, Orange County, California","98702","44672",
"1400000US06059075603","Census Tract 756.03, Orange County, California","114583","47593",
"1400000US06059075604","Census Tract 756.04, Orange County, California","156336","25994",
"1400000US06059075605","Census Tract 756.05, Orange County, California","155567","51726",
"1400000US06059075606","Census Tract 756.06, Orange County, California","211250","50895",
"1400000US06059075607","Census Tract 756.07, Orange County, California","107070","19261",
"1400000US06059075701","Census Tract 757.01, Orange County, California","128728","14967",
"1400000US06059075702","Census Tract 757.02, Orange County, California","134792","13751",
"1400000US06059075703","Census Tract 757.03, Orange County, California","163690","21604",
"1400000US06059075805","Census Tract 758.05, Orange County, California","91862","17876",
"1400000US06059075806","Census Tract 758.06, Orange County, California","82125","14782",
"1400000US06059075807","Census Tract 758.07, Orange County, California","129538","8760",
"1400000US06059075808","Census Tract 758.08, Orange County, California","149375","22646",
"1400000US06059075809","Census Tract 758.09, Orange County, California","202928","18298",
"1400000US06059075810","Census Tract 758.10, Orange County, California","136161","32744",
"1400000US06059075811","Census Tract 758.11, Orange County, California","73563","17598",
"1400000US06059075812","Census Tract 758.12, Orange County, California","79688","12056",
"1400000US06059075813","Census Tract 758.13, Orange County, California","128458","26392",
"1400000US06059075814","Census Tract 758.14, Orange County, California","149464","17561",
"1400000US06059075815","Census Tract 758.15, Orange County, California","97380","8973",
"1400000US06059075816","Census Tract 758.16, Orange County, California","71856","27118",
"1400000US06059075901","Census Tract 759.01, Orange County, California","78846","10972",
"1400000US06059075902","Census Tract 759.02, Orange County, California","65990","12788",
"1400000US06059076001","Census Tract 760.01, Orange County, California","65814","3956",
"1400000US06059076002","Census Tract 760.02, Orange County, California","89281","57258",
"1400000US06059076102","Census Tract 761.02, Orange County, California","60365","2858",
"1400000US06059076103","Census Tract 761.03, Orange County, California","61624","12740",
"1400000US06059076104","Census Tract 761.04, Orange County, California","90000","17581",
"1400000US06059076105","Census Tract 761.05, Orange County, California","92434","23167",
"1400000US06059076201","Census Tract 762.01, Orange County, California","121080","16970",
"1400000US06059076202","Census Tract 762.02, Orange County, California","89832","18111",
"1400000US06059076204","Census Tract 762.04, Orange County, California","66707","8156",
"1400000US06059076205","Census Tract 762.05, Orange County, California","98561","7644",
"1400000US06059076206","Census Tract 762.06, Orange County, California","81806","14111",
"1400000US06059076208","Census Tract 762.08, Orange County, California","105213","16377",
"1400000US06059086301","Census Tract 863.01, Orange County, California","80806","5609",
"1400000US06059086303","Census Tract 863.03, Orange County, California","76641","11293",
"1400000US06059086304","Census Tract 863.04, Orange County, California","63854","11820",
"1400000US06059086305","Census Tract 863.05, Orange County, California","104631","7942",
"1400000US06059086306","Census Tract 863.06, Orange County, California","69041","15835",
"1400000US06059086402","Census Tract 864.02, Orange County, California","100469","19844",
"1400000US06059086404","Census Tract 864.04, Orange County, California","86806","11580",
"1400000US06059086405","Census Tract 864.05, Orange County, California","78542","21891",
"1400000US06059086406","Census Tract 864.06, Orange County, California","63103","14510",
"1400000US06059086407","Census Tract 864.07, Orange County, California","70701","11725",
"1400000US06059086501","Census Tract 865.01, Orange County, California","53682","19498",
"1400000US06059086502","Census Tract 865.02, Orange County, California","62984","9607",
"1400000US06059086601","Census Tract 866.01, Orange County, California","54071","13272",
"1400000US06059086602","Census Tract 866.02, Orange County, California","65040","10381",
"1400000US06059086701","Census Tract 867.01, Orange County, California","86922","11391",
"1400000US06059086702","Census Tract 867.02, Orange County, California","63429","7103",
"1400000US06059086801","Census Tract 868.01, Orange County, California","85246","15957",
"1400000US06059086802","Census Tract 868.02, Orange County, California","92628","14941",
"1400000US06059086803","Census Tract 868.03, Orange County, California","68173","14344",
"1400000US06059086901","Census Tract 869.01, Orange County, California","45724","6506",
"1400000US06059086902","Census Tract 869.02, Orange County, California","73043","22098",
"1400000US06059086903","Census Tract 869.03, Orange County, California","66360","12286",
"1400000US06059087001","Census Tract 870.01, Orange County, California","62368","20572",
"1400000US06059087002","Census Tract 870.02, Orange County, California","77325","8165",
"1400000US06059087101","Census Tract 871.01, Orange County, California","52198","12966",
"1400000US06059087102","Census Tract 871.02, Orange County, California","64621","10806",
"1400000US06059087103","Census Tract 871.03, Orange County, California","80797","5750",
"1400000US06059087105","Census Tract 871.05, Orange County, California","100088","49265",
"1400000US06059087106","Census Tract 871.06, Orange County, California","45327","8700",
"1400000US06059087200","Census Tract 872, Orange County, California","66154","22517",
"1400000US06059087301","Census Tract 873.01, Orange County, California","62470","17839",
"1400000US06059087302","Census Tract 873.02, Orange County, California","70158","9441",
"1400000US06059087401","Census Tract 874.01, Orange County, California","120375","19113",
"1400000US06059087403","Census Tract 874.03, Orange County, California","56063","7872",
"1400000US06059087404","Census Tract 874.04, Orange County, California","57061","8403",
"1400000US06059087405","Census Tract 874.05, Orange County, California","51763","9137",
"1400000US06059087503","Census Tract 875.03, Orange County, California","60945","15914",
"1400000US06059087504","Census Tract 875.04, Orange County, California","53904","6571",
"1400000US06059087505","Census Tract 875.05, Orange County, California","56319","19206",
"1400000US06059087601","Census Tract 876.01, Orange County, California","65280","15034",
"1400000US06059087602","Census Tract 876.02, Orange County, California","81898","10325",
"1400000US06059087701","Census Tract 877.01, Orange County, California","81625","26513",
"1400000US06059087703","Census Tract 877.03, Orange County, California","68464","18026",
"1400000US06059087704","Census Tract 877.04, Orange County, California","88104","5588",
"1400000US06059087801","Census Tract 878.01, Orange County, California","73651","6781",
"1400000US06059087802","Census Tract 878.02, Orange County, California","71285","11958",
"1400000US06059087803","Census Tract 878.03, Orange County, California","53689","15765",
"1400000US06059087805","Census Tract 878.05, Orange County, California","69508","16614",
"1400000US06059087806","Census Tract 878.06, Orange County, California","59063","12837",
"1400000US06059087901","Census Tract 879.01, Orange County, California","52045","19502",
"1400000US06059087902","Census Tract 879.02, Orange County, California","75435","45388",
"1400000US06059088001","Census Tract 880.01, Orange County, California","82806","27292",
"1400000US06059088002","Census Tract 880.02, Orange County, California","71330","15629",
"1400000US06059088101","Census Tract 881.01, Orange County, California","77946","10291",
"1400000US06059088104","Census Tract 881.04, Orange County, California","59766","11107",
"1400000US06059088105","Census Tract 881.05, Orange County, California","92500","23602",
"1400000US06059088106","Census Tract 881.06, Orange County, California","72016","12791",
"1400000US06059088107","Census Tract 881.07, Orange County, California","53611","8903",
"1400000US06059088201","Census Tract 882.01, Orange County, California","55240","10551",
"1400000US06059088202","Census Tract 882.02, Orange County, California","99250","8108",
"1400000US06059088203","Census Tract 882.03, Orange County, California","80455","22669",
"1400000US06059088301","Census Tract 883.01, Orange County, California","72763","13653",
"1400000US06059088302","Census Tract 883.02, Orange County, California","106607","16892",
"1400000US06059088401","Census Tract 884.01, Orange County, California","100319","10803",
"1400000US06059088402","Census Tract 884.02, Orange County, California","63160","8169",
"1400000US06059088403","Census Tract 884.03, Orange County, California","81983","11041",
"1400000US06059088501","Census Tract 885.01, Orange County, California","77899","10626",
"1400000US06059088502","Census Tract 885.02, Orange County, California","74808","13382",
"1400000US06059088601","Census Tract 886.01, Orange County, California","75985","16186",
"1400000US06059088602","Census Tract 886.02, Orange County, California","71402","12714",
"1400000US06059088701","Census Tract 887.01, Orange County, California","54759","7682",
"1400000US06059088702","Census Tract 887.02, Orange County, California","80511","14959",
"1400000US06059088801","Census Tract 888.01, Orange County, California","62273","10934",
"1400000US06059088802","Census Tract 888.02, Orange County, California","62194","10559",
"1400000US06059088901","Census Tract 889.01, Orange County, California","64447","11243",
"1400000US06059088902","Census Tract 889.02, Orange County, California","81389","13054",
"1400000US06059088903","Census Tract 889.03, Orange County, California","71250","10723",
"1400000US06059088904","Census Tract 889.04, Orange County, California","54955","20714",
"1400000US06059088905","Census Tract 889.05, Orange County, California","55128","6158",
"1400000US06059089001","Census Tract 890.01, Orange County, California","59113","13571",
"1400000US06059089003","Census Tract 890.03, Orange County, California","67155","11737",
"1400000US06059089004","Census Tract 890.04, Orange County, California","51117","15933",
"1400000US06059089102","Census Tract 891.02, Orange County, California","93380","8476",
"1400000US06059089104","Census Tract 891.04, Orange County, California","55610","7578",
"1400000US06059089105","Census Tract 891.05, Orange County, California","67109","14716",
"1400000US06059089106","Census Tract 891.06, Orange County, California","61622","13499",
"1400000US06059089107","Census Tract 891.07, Orange County, California","117853","14347",
"1400000US06059099202","Census Tract 992.02, Orange County, California","63929","11990",
"1400000US06059099203","Census Tract 992.03, Orange County, California","86776","11173",
"1400000US06059099204","Census Tract 992.04, Orange County, California","73773","7064",
"1400000US06059099212","Census Tract 992.12, Orange County, California","72169","8066",
"1400000US06059099214","Census Tract 992.14, Orange County, California","86452","13001",
"1400000US06059099215","Census Tract 992.15, Orange County, California","109219","20808",
"1400000US06059099216","Census Tract 992.16, Orange County, California","94531","18074",
"1400000US06059099217","Census Tract 992.17, Orange County, California","125703","23251",
"1400000US06059099220","Census Tract 992.20, Orange County, California","103507","13639",
"1400000US06059099222","Census Tract 992.22, Orange County, California","66526","15140",
"1400000US06059099223","Census Tract 992.23, Orange County, California","64196","15246",
"1400000US06059099224","Census Tract 992.24, Orange County, California","84833","12732",
"1400000US06059099225","Census Tract 992.25, Orange County, California","101250","27382",
"1400000US06059099226","Census Tract 992.26, Orange County, California","87083","39745",
"1400000US06059099227","Census Tract 992.27, Orange County, California","77250","15632",
"1400000US06059099229","Census Tract 992.29, Orange County, California","67833","16298",
"1400000US06059099230","Census Tract 992.30, Orange County, California","104188","19605",
"1400000US06059099231","Census Tract 992.31, Orange County, California","123750","16525",
"1400000US06059099232","Census Tract 992.32, Orange County, California","99353","17851",
"1400000US06059099233","Census Tract 992.33, Orange County, California","103125","22165",
"1400000US06059099234","Census Tract 992.34, Orange County, California","78587","25057",
"1400000US06059099235","Census Tract 992.35, Orange County, California","90826","11369",
"1400000US06059099237","Census Tract 992.37, Orange County, California","132865","12860",
"1400000US06059099238","Census Tract 992.38, Orange County, California","151125","31637",
"1400000US06059099239","Census Tract 992.39, Orange County, California","149500","38560",
"1400000US06059099240","Census Tract 992.40, Orange County, California","86319","3367",
"1400000US06059099241","Census Tract 992.41, Orange County, California","78393","11406",
"1400000US06059099242","Census Tract 992.42, Orange County, California","99031","8087",
"1400000US06059099243","Census Tract 992.43, Orange County, California","90536","22288",
"1400000US06059099244","Census Tract 992.44, Orange County, California","74276","11359",
"1400000US06059099245","Census Tract 992.45, Orange County, California","126058","13100",
"1400000US06059099246","Census Tract 992.46, Orange County, California","125186","11853",
"1400000US06059099247","Census Tract 992.47, Orange County, California","67639","14325",
"1400000US06059099248","Census Tract 992.48, Orange County, California","60769","16443",
"1400000US06059099249","Census Tract 992.49, Orange County, California","60481","9281",
"1400000US06059099250","Census Tract 992.50, Orange County, California","110151","29526",
