"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)",
"1400000US06013363000","Census Tract 3630, Contra Costa County, California","86830","6368",
"1400000US06013364002","Census Tract 3640.02, Contra Costa County, California","94313","16595",
"1400000US06013365002","Census Tract 3650.02, Contra Costa County, California","59312","12946",
"1400000US06013365003","Census Tract 3650.03, Contra Costa County, California","65481","16882",
"1400000US06013366001","Census Tract 3660.01, Contra Costa County, California","70457","11024",
"1400000US06013366002","Census Tract 3660.02, Contra Costa County, California","60808","8320",
"1400000US06013367100","Census Tract 3671, Contra Costa County, California","57994","5196",
"1400000US06013367200","Census Tract 3672, Contra Costa County, California","79356","9706",
"1400000US06013368001","Census Tract 3680.01, Contra Costa County, California","65184","13767",
"1400000US06013368002","Census Tract 3680.02, Contra Costa County, California","54659","16743",
"1400000US06013369001","Census Tract 3690.01, Contra Costa County, California","53349","10453",
"1400000US06013369002","Census Tract 3690.02, Contra Costa County, California","77431","11904",
"1400000US06013370000","Census Tract 3700, Contra Costa County, California","120417","22561",
"1400000US06013371000","Census Tract 3710, Contra Costa County, California","86959","6227",
"1400000US06013372000","Census Tract 3720, Contra Costa County, California","80032","9729",
"1400000US06013373000","Census Tract 3730, Contra Costa County, California","61948","10716",
"1400000US06013374000","Census Tract 3740, Contra Costa County, California","70385","15526",
"1400000US06013375000","Census Tract 3750, Contra Costa County, California","72135","13698",
"1400000US06013376000","Census Tract 3760, Contra Costa County, California","57241","10968",
"1400000US06013377000","Census Tract 3770, Contra Costa County, California","39144","17382",
"1400000US06013378000","Census Tract 3780, Contra Costa County, California","109981","24948",
"1400000US06013379000","Census Tract 3790, Contra Costa County, California","52891","6872",
"1400000US06013380001","Census Tract 3800.01, Contra Costa County, California","101811","18605",
"1400000US06013380002","Census Tract 3800.02, Contra Costa County, California","49769","26828",
"1400000US06013381000","Census Tract 3810, Contra Costa County, California","57878","9602",
"1400000US06013382000","Census Tract 3820, Contra Costa County, California","45021","10407",
"1400000US06013383000","Census Tract 3830, Contra Costa County, California","80643","10520",
"1400000US06013384000","Census Tract 3840, Contra Costa County, California","157679","27367",
"1400000US06013385100","Census Tract 3851, Contra Costa County, California","161786","43308",
"1400000US06013385200","Census Tract 3852, Contra Costa County, California","140469","22238",
"1400000US06013386000","Census Tract 3860, Contra Costa County, California","53281","19893",
"1400000US06013387000","Census Tract 3870, Contra Costa County, California","71906","17173",
"1400000US06013388000","Census Tract 3880, Contra Costa County, California","86815","25774",
"1400000US06013389100","Census Tract 3891, Contra Costa County, California","94125","15609",
"1400000US06013389200","Census Tract 3892, Contra Costa County, California","86944","10014",
"1400000US06013390100","Census Tract 3901, Contra Costa County, California","153866","7240",
"1400000US06013390200","Census Tract 3902, Contra Costa County, California","149135","44272",
"1400000US06013391000","Census Tract 3910, Contra Costa County, California","159205","47088",
"1400000US06013392000","Census Tract 3920, Contra Costa County, California","167361","36455",
"1400000US06013392201","Census Tract 3922.01, Contra Costa County, California","83491","23693",
"1400000US06013392202","Census Tract 3922.02, Contra Costa County, California","89567","12955",
"1400000US06013392300","Census Tract 3923, Contra Costa County, California","151667","26418",
"1400000US06013980000","Census Tract 9800, Contra Costa County, California","-","**",
"1400000US06013990000","Census Tract 9900, Contra Costa County, California","-","**",
"1400000US06015000101","Census Tract 1.01, Del Norte County, California","27284","9210",
"1400000US06015000102","Census Tract 1.02, Del Norte County, California","47500","13808",
"1400000US06015000104","Census Tract 1.04, Del Norte County, California","31037","3727",
"1400000US06015000106","Census Tract 1.06, Del Norte County, California","92585","37185",
"1400000US06015000107","Census Tract 1.07, Del Norte County, California","62852","21388",
"1400000US06015000201","Census Tract 2.01, Del Norte County, California","71969","11591",
"1400000US06015000202","Census Tract 2.02, Del Norte County, California","81300","14620",
"1400000US06015000203","Census Tract 2.03, Del Norte County, California","38092","7703",
"1400000US06015990000","Census Tract 9900, Del Norte County, California","-","**",
"1400000US06017030201","Census Tract 302.01, El Dorado County, California","59702","13026",
"1400000US06017030202","Census Tract 302.02, El Dorado County, California","54375","27276",
"1400000US06017030301","Census Tract 303.01, El Dorado County, California","50516","8568",
"1400000US06017030302","Census Tract 303.02, El Dorado County, California","51434","27345",
"1400000US06017030402","Census Tract 304.02, El Dorado County, California","51837","13275",
"1400000US06017030403","Census Tract 304.03, El Dorado County, California","86500","52930",
"1400000US06017030404","Census Tract 304.04, El Dorado County, California","67339","19345",
"1400000US06017030502","Census Tract 305.02, El Dorado County, California","110000","17464",
"1400000US06017030504","Census Tract 305.04, El Dorado County, California","82321","32505",
"1400000US06017030506","Census Tract 305.06, El Dorado County, California","56500","23976",
"1400000US06017030507","Census Tract 305.07, El Dorado County, California","91298","22595",
"1400000US06017030601","Census Tract 306.01, El Dorado County, California","91505","11292",
"1400000US06017030603","Census Tract 306.03, El Dorado County, California","84167","24664",
"1400000US06017030604","Census Tract 306.04, El Dorado County, California","-","**",
"1400000US06017030605","Census Tract 306.05, El Dorado County, California","77859","9106",
"1400000US06017030606","Census Tract 306.06, El Dorado County, California","74349","17976",
"1400000US06017030701","Census Tract 307.01, El Dorado County, California","112348","30170",
"1400000US06017030706","Census Tract 307.06, El Dorado County, California","120504","22147",
"1400000US06017030709","Census Tract 307.09, El Dorado County, California","174000","17360",
"1400000US06017030710","Census Tract 307.10, El Dorado County, California","135750","26860",
"1400000US06017030711","Census Tract 307.11, El Dorado County, California","89420","11756",
"1400000US06017030712","Census Tract 307.12, El Dorado County, California","204347","20735",
"1400000US06017030801","Census Tract 308.01, El Dorado County, California","108750","9983",
"1400000US06017030804","Census Tract 308.04, El Dorado County, California","92500","18429",
"1400000US06017030807","Census Tract 308.07, El Dorado County, California","108163","4966",
"1400000US06017030808","Census Tract 308.08, El Dorado County, California","95580","8744",
"1400000US06017030809","Census Tract 308.09, El Dorado County, California","92750","19589",
"1400000US06017030810","Census Tract 308.10, El Dorado County, California","77381","18649",
"1400000US06017030811","Census Tract 308.11, El Dorado County, California","75259","33195",
"1400000US06017030812","Census Tract 308.12, El Dorado County, California","74448","14383",
"1400000US06017030901","Census Tract 309.01, El Dorado County, California","103182","29989",
"1400000US06017030902","Census Tract 309.02, El Dorado County, California","111576","23467",
"1400000US06017031000","Census Tract 310, El Dorado County, California","69234","16421",
"1400000US06017031100","Census Tract 311, El Dorado County, California","70253","16475",
"1400000US06017031200","Census Tract 312, El Dorado County, California","62917","9506",
"1400000US06017031301","Census Tract 313.01, El Dorado County, California","80673","22644",
"1400000US06017031302","Census Tract 313.02, El Dorado County, California","42153","12134",
"1400000US06017031404","Census Tract 314.04, El Dorado County, California","81847","4029",
"1400000US06017031405","Census Tract 314.05, El Dorado County, California","82422","12132",
"1400000US06017031406","Census Tract 314.06, El Dorado County, California","92701","14905",
"1400000US06017031407","Census Tract 314.07, El Dorado County, California","55925","21263",
"1400000US06017031408","Census Tract 314.08, El Dorado County, California","89113","64756",
"1400000US06017031409","Census Tract 314.09, El Dorado County, California","52044","23195",
"1400000US06017031503","Census Tract 315.03, El Dorado County, California","85268","17880",
"1400000US06017031504","Census Tract 315.04, El Dorado County, California","61235","8591",
"1400000US06017031505","Census Tract 315.05, El Dorado County, California","61800","6632",
"1400000US06017031506","Census Tract 315.06, El Dorado County, California","53952","36474",
"1400000US06017031601","Census Tract 316.01, El Dorado County, California","39231","16903",
"1400000US06017031602","Census Tract 316.02, El Dorado County, California","47695","32670",
"1400000US06017031700","Census Tract 317, El Dorado County, California","169844","31452",
"1400000US06017031800","Census Tract 318, El Dorado County, California","162193","22848",
"1400000US06017031900","Census Tract 319, El Dorado County, California","-","**",
"1400000US06017032001","Census Tract 320.01, El Dorado County, California","72222","43250",
"1400000US06017032002","Census Tract 320.02, El Dorado County, California","75833","17817",
"1400000US06017990000","Census Tract 9900, El Dorado County, California","-","**",
"1400000US06019000100","Census Tract 1, Fresno County, California","16639","2725",
"1400000US06019000200","Census Tract 2, Fresno County, California","29583","23512",
"1400000US06019000300","Census Tract 3, Fresno County, California","36558","3125",
"1400000US06019000400","Census Tract 4, Fresno County, California","29901","27430",
"1400000US06019000501","Census Tract 5.01, Fresno County, California","29390","5552",
"1400000US06019000502","Census Tract 5.02, Fresno County, California","26761","10503",
"1400000US06019000601","Census Tract 6.01, Fresno County, California","23005","2825",
"1400000US06019000602","Census Tract 6.02, Fresno County, California","-","**",
"1400000US06019000701","Census Tract 7.01, Fresno County, California","18628","6906",
"1400000US06019000702","Census Tract 7.02, Fresno County, California","31235","3664",
"1400000US06019000901","Census Tract 9.01, Fresno County, California","37357","14253",
"1400000US06019000902","Census Tract 9.02, Fresno County, California","14101","5096",
"1400000US06019001000","Census Tract 10, Fresno County, California","28201","4598",
"1400000US06019001100","Census Tract 11, Fresno County, California","32361","10656",
"1400000US06019001201","Census Tract 12.01, Fresno County, California","43079","9110",
"1400000US06019001202","Census Tract 12.02, Fresno County, California","40688","5290",
"1400000US06019001301","Census Tract 13.01, Fresno County, California","30257","11205",
"1400000US06019001303","Census Tract 13.03, Fresno County, California","34327","8303",
"1400000US06019001304","Census Tract 13.04, Fresno County, California","26231","5262",
"1400000US06019001407","Census Tract 14.07, Fresno County, California","31088","5113",
"1400000US06019001408","Census Tract 14.08, Fresno County, California","18300","5732",
"1400000US06019001409","Census Tract 14.09, Fresno County, California","111250","22194",
"1400000US06019001411","Census Tract 14.11, Fresno County, California","56044","13137",
"1400000US06019001412","Census Tract 14.12, Fresno County, California","79583","19553",
"1400000US06019001413","Census Tract 14.13, Fresno County, California","108311","19726",
"1400000US06019001415","Census Tract 14.15, Fresno County, California","60388","17548",
"1400000US06019001416","Census Tract 14.16, Fresno County, California","86067","13503",
"1400000US06019001417","Census Tract 14.17, Fresno County, California","115556","29763",
"1400000US06019001418","Census Tract 14.18, Fresno County, California","97428","29088",
"1400000US06019001500","Census Tract 15, Fresno County, California","44344","5855",
"1400000US06019001600","Census Tract 16, Fresno County, California","50758","11699",
"1400000US06019001700","Census Tract 17, Fresno County, California","67727","11881",
"1400000US06019001800","Census Tract 18, Fresno County, California","66989","11030",
"1400000US06019002000","Census Tract 20, Fresno County, California","30709","7321",
"1400000US06019002100","Census Tract 21, Fresno County, California","42411","13599",
"1400000US06019002200","Census Tract 22, Fresno County, California","40437","7745",
"1400000US06019002300","Census Tract 23, Fresno County, California","32863","8470",
"1400000US06019002400","Census Tract 24, Fresno County, California","28611","8716",
"1400000US06019002501","Census Tract 25.01, Fresno County, California","32969","4448",
"1400000US06019002502","Census Tract 25.02, Fresno County, California","23307","12809",
"1400000US06019002601","Census Tract 26.01, Fresno County, California","32011","6415",
"1400000US06019002602","Census Tract 26.02, Fresno County, California","43906","8921",
"1400000US06019002701","Census Tract 27.01, Fresno County, California","32353","7990",
"1400000US06019002702","Census Tract 27.02, Fresno County, California","28542","5486",
"1400000US06019002800","Census Tract 28, Fresno County, California","26148","1486",
"1400000US06019002903","Census Tract 29.03, Fresno County, California","25222","4158",
"1400000US06019002904","Census Tract 29.04, Fresno County, California","49209","5683",
"1400000US06019002905","Census Tract 29.05, Fresno County, California","41125","8740",
"1400000US06019002906","Census Tract 29.06, Fresno County, California","45435","6340",
"1400000US06019003001","Census Tract 30.01, Fresno County, California","40897","4971",
"1400000US06019003003","Census Tract 30.03, Fresno County, California","45194","7604",
"1400000US06019003004","Census Tract 30.04, Fresno County, California","51000","13162",
"1400000US06019003102","Census Tract 31.02, Fresno County, California","46302","3165",
"1400000US06019003103","Census Tract 31.03, Fresno County, California","34542","8428",
"1400000US06019003104","Census Tract 31.04, Fresno County, California","54521","6529",
"1400000US06019003201","Census Tract 32.01, Fresno County, California","52636","15035",
"1400000US06019003202","Census Tract 32.02, Fresno County, California","27276","7336",
"1400000US06019003301","Census Tract 33.01, Fresno County, California","29397","13489",
"1400000US06019003302","Census Tract 33.02, Fresno County, California","32198","8151",
"1400000US06019003401","Census Tract 34.01, Fresno County, California","17656","16061",
"1400000US06019003402","Census Tract 34.02, Fresno County, California","60278","27784",
"1400000US06019003500","Census Tract 35, Fresno County, California","44279","22057",
"1400000US06019003600","Census Tract 36, Fresno County, California","73841","7009",
"1400000US06019003701","Census Tract 37.01, Fresno County, California","44539","14500",
"1400000US06019003702","Census Tract 37.02, Fresno County, California","43057","7587",
"1400000US06019003804","Census Tract 38.04, Fresno County, California","81125","15989",
"1400000US06019003805","Census Tract 38.05, Fresno County, California","46914","14251",
"1400000US06019003807","Census Tract 38.07, Fresno County, California","32014","10718",
"1400000US06019003808","Census Tract 38.08, Fresno County, California","67917","12453",
"1400000US06019003809","Census Tract 38.09, Fresno County, California","55512","9018",
"1400000US06019003810","Census Tract 38.10, Fresno County, California","64489","13319",
"1400000US06019003811","Census Tract 38.11, Fresno County, California","76328","11197",
"1400000US06019003812","Census Tract 38.12, Fresno County, California","107125","12034",
"1400000US06019003900","Census Tract 39, Fresno County, California","61731","17671",
"1400000US06019004003","Census Tract 40.03, Fresno County, California","98382","29375",
"1400000US06019004004","Census Tract 40.04, Fresno County, California","67458","27233",
"1400000US06019004005","Census Tract 40.05, Fresno County, California","37326","6336",
"1400000US06019004006","Census Tract 40.06, Fresno County, California","38899","22719",
"1400000US06019004100","Census Tract 41, Fresno County, California","54390","12515",
"1400000US06019004205","Census Tract 42.05, Fresno County, California","49283","9541",
"1400000US06019004208","Census Tract 42.08, Fresno County, California","109549","21239",
"1400000US06019004210","Census Tract 42.10, Fresno County, California","49698","7714",
"1400000US06019004211","Census Tract 42.11, Fresno County, California","70515","15084",
"1400000US06019004212","Census Tract 42.12, Fresno County, California","46914","7073",
"1400000US06019004213","Census Tract 42.13, Fresno County, California","77500","10277",
"1400000US06019004214","Census Tract 42.14, Fresno County, California","70870","10649",
"1400000US06019004215","Census Tract 42.15, Fresno County, California","77358","12930",
"1400000US06019004216","Census Tract 42.16, Fresno County, California","93042","17311",
"1400000US06019004217","Census Tract 42.17, Fresno County, California","62049","20226",
"1400000US06019004218","Census Tract 42.18, Fresno County, California","89775","14493",
"1400000US06019004301","Census Tract 43.01, Fresno County, California","112102","32404",
"1400000US06019004302","Census Tract 43.02, Fresno County, California","93393","23637",
"1400000US06019004303","Census Tract 43.03, Fresno County, California","103026","24758",
"1400000US06019004404","Census Tract 44.04, Fresno County, California","39803","7337",
"1400000US06019004405","Census Tract 44.05, Fresno County, California","126607","18300",
"1400000US06019004406","Census Tract 44.06, Fresno County, California","65285","12098",
"1400000US06019004409","Census Tract 44.09, Fresno County, California","67872","11876",
"1400000US06019004410","Census Tract 44.10, Fresno County, California","68438","18891",
"1400000US06019004411","Census Tract 44.11, Fresno County, California","101037","48509",
"1400000US06019004503","Census Tract 45.03, Fresno County, California","66307","12381",
"1400000US06019004504","Census Tract 45.04, Fresno County, California","46374","8353",
"1400000US06019004505","Census Tract 45.05, Fresno County, California","50671","8571",
"1400000US06019004506","Census Tract 45.06, Fresno County, California","87500","10953",
"1400000US06019004601","Census Tract 46.01, Fresno County, California","66321","5894",
"1400000US06019004602","Census Tract 46.02, Fresno County, California","95225","8699",
"1400000US06019004703","Census Tract 47.03, Fresno County, California","44879","12835",
"1400000US06019004704","Census Tract 47.04, Fresno County, California","30760","7517",
"1400000US06019004705","Census Tract 47.05, Fresno County, California","44076","3674",
"1400000US06019004706","Census Tract 47.06, Fresno County, California","41048","7974",
"1400000US06019004801","Census Tract 48.01, Fresno County, California","38504","8135",
"1400000US06019004802","Census Tract 48.02, Fresno County, California","36125","21837",
"1400000US06019004901","Census Tract 49.01, Fresno County, California","34594","17138",
"1400000US06019004902","Census Tract 49.02, Fresno County, California","71563","16532",
"1400000US06019005000","Census Tract 50, Fresno County, California","63284","6909",
"1400000US06019005100","Census Tract 51, Fresno County, California","39444","8986",
"1400000US06019005202","Census Tract 52.02, Fresno County, California","24387","9772",
"1400000US06019005203","Census Tract 52.03, Fresno County, California","41799","10244",
"1400000US06019005204","Census Tract 52.04, Fresno County, California","45669","11003",
"1400000US06019005301","Census Tract 53.01, Fresno County, California","55750","11190",
"1400000US06019005302","Census Tract 53.02, Fresno County, California","46008","4348",
"1400000US06019005304","Census Tract 53.04, Fresno County, California","33841","4759",
"1400000US06019005305","Census Tract 53.05, Fresno County, California","62831","15220",
"1400000US06019005403","Census Tract 54.03, Fresno County, California","22723","3931",
"1400000US06019005405","Census Tract 54.05, Fresno County, California","81776","20904",
"1400000US06019005406","Census Tract 54.06, Fresno County, California","70636","7576",
"1400000US06019005407","Census Tract 54.07, Fresno County, California","80177","6826",
"1400000US06019005408","Census Tract 54.08, Fresno County, California","18482","7170",
"1400000US06019005409","Census Tract 54.09, Fresno County, California","39531","13238",
"1400000US06019005410","Census Tract 54.10, Fresno County, California","48125","14925",
"1400000US06019005503","Census Tract 55.03, Fresno County, California","118607","48402",
"1400000US06019005504","Census Tract 55.04, Fresno County, California","92996","16602",
"1400000US06019005505","Census Tract 55.05, Fresno County, California","98707","17991",
"1400000US06019005507","Census Tract 55.07, Fresno County, California","101563","26408",
"1400000US06019005508","Census Tract 55.08, Fresno County, California","101463","17228",
"1400000US06019005509","Census Tract 55.09, Fresno County, California","87019","11935",
"1400000US06019005512","Census Tract 55.12, Fresno County, California","89534","13031",
"1400000US06019005513","Census Tract 55.13, Fresno County, California","125924","17980",
"1400000US06019005514","Census Tract 55.14, Fresno County, California","101383","9415",
"1400000US06019005515","Census Tract 55.15, Fresno County, California","102250","34524",
"1400000US06019005516","Census Tract 55.16, Fresno County, California","99063","24430",
"1400000US06019005518","Census Tract 55.18, Fresno County, California","109350","12159",
"1400000US06019005520","Census Tract 55.20, Fresno County, California","159313","14106",
"1400000US06019005522","Census Tract 55.22, Fresno County, California","134926","42804",
"1400000US06019005524","Census Tract 55.24, Fresno County, California","140700","12655",
"1400000US06019005525","Census Tract 55.25, Fresno County, California","148707","39186",
"1400000US06019005526","Census Tract 55.26, Fresno County, California","64219","23390",
"1400000US06019005527","Census Tract 55.27, Fresno County, California","78906","35745",
"1400000US06019005528","Census Tract 55.28, Fresno County, California","103939","12499",
"1400000US06019005529","Census Tract 55.29, Fresno County, California","117110","10608",
"1400000US06019005602","Census Tract 56.02, Fresno County, California","43056","12356",
"1400000US06019005605","Census Tract 56.05, Fresno County, California","96848","9382",
"1400000US06019005606","Census Tract 56.06, Fresno County, California","91250","20365",
"1400000US06019005607","Census Tract 56.07, Fresno County, California","42303","6796",
"1400000US06019005608","Census Tract 56.08, Fresno County, California","53547","14523",
"1400000US06019005701","Census Tract 57.01, Fresno County, California","55982","17469",
"1400000US06019005702","Census Tract 57.02, Fresno County, California","95578","5619",
"1400000US06019005703","Census Tract 57.03, Fresno County, California","95053","8555",
"1400000US06019005704","Census Tract 57.04, Fresno County, California","54660","4200",
"1400000US06019005801","Census Tract 58.01, Fresno County, California","59327","9460",
"1400000US06019005802","Census Tract 58.02, Fresno County, California","144107","26492",
"1400000US06019005804","Census Tract 58.04, Fresno County, California","68790","12307",
"1400000US06019005805","Census Tract 58.05, Fresno County, California","101406","9413",
"1400000US06019005904","Census Tract 59.04, Fresno County, California","94253","11709",
"1400000US06019005906","Census Tract 59.06, Fresno County, California","88063","8979",
"1400000US06019005907","Census Tract 59.07, Fresno County, California","97500","15303",
"1400000US06019005911","Census Tract 59.11, Fresno County, California","102656","17324",
"1400000US06019005912","Census Tract 59.12, Fresno County, California","102804","18260",
"1400000US06019005913","Census Tract 59.13, Fresno County, California","109323","15815",
"1400000US06019005914","Census Tract 59.14, Fresno County, California","133107","7430",
"1400000US06019005915","Census Tract 59.15, Fresno County, California","104508","23744",
"1400000US06019005916","Census Tract 59.16, Fresno County, California","123194","34924",
"1400000US06019006001","Census Tract 60.01, Fresno County, California","81750","23750",
"1400000US06019006002","Census Tract 60.02, Fresno County, California","50223","19269",
"1400000US06019006101","Census Tract 61.01, Fresno County, California","88220","24719",
"1400000US06019006102","Census Tract 61.02, Fresno County, California","42700","9075",
"1400000US06019006201","Census Tract 62.01, Fresno County, California","32542","11978",
"1400000US06019006202","Census Tract 62.02, Fresno County, California","51336","5389",
"1400000US06019006301","Census Tract 63.01, Fresno County, California","67264","12886",
"1400000US06019006302","Census Tract 63.02, Fresno County, California","85169","41638",
"1400000US06019006405","Census Tract 64.05, Fresno County, California","79853","10244",
"1400000US06019006406","Census Tract 64.06, Fresno County, California","70597","11685",
"1400000US06019006407","Census Tract 64.07, Fresno County, California","101042","25134",
"1400000US06019006408","Census Tract 64.08, Fresno County, California","61731","14307",
"1400000US06019006409","Census Tract 64.09, Fresno County, California","68882","13416",
"1400000US06019006410","Census Tract 64.10, Fresno County, California","70147","35933",
"1400000US06019006411","Census Tract 64.11, Fresno County, California","41607","32402",
"1400000US06019006501","Census Tract 65.01, Fresno County, California","29224","5234",
"1400000US06019006502","Census Tract 65.02, Fresno County, California","22355","7292",
"1400000US06019006602","Census Tract 66.02, Fresno County, California","40281","6516",
"1400000US06019006603","Census Tract 66.03, Fresno County, California","46250","11783",
"1400000US06019006605","Census Tract 66.05, Fresno County, California","46950","20230",
"1400000US06019006606","Census Tract 66.06, Fresno County, California","40982","6893",
"1400000US06019006700","Census Tract 67, Fresno County, California","62604","21195",
"1400000US06019006802","Census Tract 68.02, Fresno County, California","41488","10922",
"1400000US06019006900","Census Tract 69, Fresno County, California","47094","5214",
"1400000US06019007002","Census Tract 70.02, Fresno County, California","44236","5405",
"1400000US06019007003","Census Tract 70.03, Fresno County, California","51756","13716",
"1400000US06019007004","Census Tract 70.04, Fresno County, California","51922","10580",
"1400000US06019007101","Census Tract 71.01, Fresno County, California","35855","2387",
"1400000US06019007102","Census Tract 71.02, Fresno County, California","23189","13212",
"1400000US06019007202","Census Tract 72.02, Fresno County, California","68333","8436",
"1400000US06019007203","Census Tract 72.03, Fresno County, California","108851","24484",
"1400000US06019007204","Census Tract 72.04, Fresno County, California","69811","10853",
"1400000US06019007300","Census Tract 73, Fresno County, California","63495","18079",
"1400000US06019007400","Census Tract 74, Fresno County, California","46654","15978",
"1400000US06019007500","Census Tract 75, Fresno County, California","53801","3858",
"1400000US06019007600","Census Tract 76, Fresno County, California","46582","4186",
"1400000US06019007700","Census Tract 77, Fresno County, California","51384","15925",
"1400000US06019007801","Census Tract 78.01, Fresno County, California","50000","16584",
"1400000US06019007802","Census Tract 78.02, Fresno County, California","23929","7936",
"1400000US06019007903","Census Tract 79.03, Fresno County, California","60731","9863",
"1400000US06019008000","Census Tract 80, Fresno County, California","74653","17389",
"1400000US06019008100","Census Tract 81, Fresno County, California","57188","14185",
"1400000US06019008200","Census Tract 82, Fresno County, California","37351","9190",
"1400000US06019008301","Census Tract 83.01, Fresno County, California","28059","5563",
"1400000US06019008303","Census Tract 83.03, Fresno County, California","44745","7014",
"1400000US06019008304","Census Tract 83.04, Fresno County, California","38023","5469",
"1400000US06019008402","Census Tract 84.02, Fresno County, California","52222","41393",
"1400000US06019008403","Census Tract 84.03, Fresno County, California","50394","25922",
"1400000US06019008404","Census Tract 84.04, Fresno County, California","29602","7713",
"1400000US06019008405","Census Tract 84.05, Fresno County, California","38710","6810",
"1400000US06019008501","Census Tract 85.01, Fresno County, California","45018","15469",
"1400000US06019008503","Census Tract 85.03, Fresno County, California","36797","10064",
"1400000US06019008504","Census Tract 85.04, Fresno County, California","42917","15203",
"1400000US06019008600","Census Tract 86, Fresno County, California","44957","6877",
"1400000US06021010101","Census Tract 101.01, Glenn County, California","37368","11043",
"1400000US06021010102","Census Tract 101.02, Glenn County, California","60887","11750",
"1400000US06021010200","Census Tract 102, Glenn County, California","59100","10693",
"1400000US06021010300","Census Tract 103, Glenn County, California","50156","12913",
"1400000US06021010401","Census Tract 104.01, Glenn County, California","-","**",
"1400000US06021010402","Census Tract 104.02, Glenn County, California","48140","15649",
"1400000US06021010501","Census Tract 105.01, Glenn County, California","56216","10237",
"1400000US06021010502","Census Tract 105.02, Glenn County, California","66750","17933",
"1400000US06023000100","Census Tract 1, Humboldt County, California","28958","5572",
"1400000US06023000200","Census Tract 2, Humboldt County, California","44087","5616",
"1400000US06023000300","Census Tract 3, Humboldt County, California","44235","10206",
"1400000US06023000400","Census Tract 4, Humboldt County, California","55577","16232",
"1400000US06023000500","Census Tract 5, Humboldt County, California","36184","5100",
"1400000US06023000600","Census Tract 6, Humboldt County, California","60816","14155",
"1400000US06023000700","Census Tract 7, Humboldt County, California","73162","12800",
"1400000US06023000800","Census Tract 8, Humboldt County, California","55136","14193",
"1400000US06023000900","Census Tract 9, Humboldt County, California","64625","11442",
"1400000US06023001001","Census Tract 10.01, Humboldt County, California","37378","17424",
"1400000US06023001002","Census Tract 10.02, Humboldt County, California","29063","16310",
"1400000US06023001102","Census Tract 11.02, Humboldt County, California","32383","6199",
"1400000US06023001103","Census Tract 11.03, Humboldt County, California","65417","37363",
"1400000US06023001200","Census Tract 12, Humboldt County, California","49191","20834",
"1400000US06023001300","Census Tract 13, Humboldt County, California","48209","8330",
"1400000US06023010102","Census Tract 101.02, Humboldt County, California","52457","30253",
"1400000US06023010200","Census Tract 102, Humboldt County, California","48550","10749",
"1400000US06023010300","Census Tract 103, Humboldt County, California","59261","7439",
"1400000US06023010400","Census Tract 104, Humboldt County, California","57404","16775",
"1400000US06023010502","Census Tract 105.02, Humboldt County, California","53979","4197",
"1400000US06023010503","Census Tract 105.03, Humboldt County, California","48077","19974",
"1400000US06023010504","Census Tract 105.04, Humboldt County, California","59577","6211",
"1400000US06023010600","Census Tract 106, Humboldt County, California","86518","10779",
"1400000US06023010701","Census Tract 107.01, Humboldt County, California","72056","10389",
"1400000US06023010702","Census Tract 107.02, Humboldt County, California","48693","31524",
"1400000US06023010800","Census Tract 108, Humboldt County, California","45526","9143",
"1400000US06023010901","Census Tract 109.01, Humboldt County, California","42969","9716",
"1400000US06023010902","Census Tract 109.02, Humboldt County, California","61139","11476",
"1400000US06023011000","Census Tract 110, Humboldt County, California","53375","13899",
"1400000US06023011100","Census Tract 111, Humboldt County, California","36858","7157",
"1400000US06023011200","Census Tract 112, Humboldt County, California","60827","7875",
"1400000US06023011501","Census Tract 115.01, Humboldt County, California","63504","18447",
"1400000US06023011502","Census Tract 115.02, Humboldt County, California","31250","24377",
"1400000US06023011600","Census Tract 116, Humboldt County, California","35884","8684",
"1400000US06023940000","Census Tract 9400, Humboldt County, California","29615","13687",
"1400000US06023990100","Census Tract 9901, Humboldt County, California","-","**",
"1400000US06025010101","Census Tract 101.01, Imperial County, California","8913","375",
"1400000US06025010102","Census Tract 101.02, Imperial County, California","27861","18185",
"1400000US06025010200","Census Tract 102, Imperial County, California","32424","12135",
"1400000US06025010300","Census Tract 103, Imperial County, California","62284","20531",
"1400000US06025010401","Census Tract 104.01, Imperial County, California","21743","14130",
"1400000US06025010402","Census Tract 104.02, Imperial County, California","33046","10816",
"1400000US06025010500","Census Tract 105, Imperial County, California","64199","22638",
"1400000US06025010600","Census Tract 106, Imperial County, California","74741","23682",
"1400000US06025010700","Census Tract 107, Imperial County, California","30398","7482",
"1400000US06025010800","Census Tract 108, Imperial County, California","71250","29152",
"1400000US06025010900","Census Tract 109, Imperial County, California","48246","16057",
"1400000US06025011001","Census Tract 110.01, Imperial County, California","80203","24188",
"1400000US06025011002","Census Tract 110.02, Imperial County, California","88547","15722",
"1400000US06025011100","Census Tract 111, Imperial County, California","45227","16594",
"1400000US06025011201","Census Tract 112.01, Imperial County, California","80104","7663",
"1400000US06025011202","Census Tract 112.02, Imperial County, California","27806","7432",
"1400000US06025011301","Census Tract 113.01, Imperial County, California","43652","12465",
"1400000US06025011302","Census Tract 113.02, Imperial County, California","36301","2117",
"1400000US06025011303","Census Tract 113.03, Imperial County, California","64635","13676",
